Name,DateTime,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeinDays,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,AvgAge,MixType,Hair,BlendedColor,ReducedPattern,ID
Natural,2015-01-04 13:58:00,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,Brown/Tricolor,1.0,2015,1,6,13,1,4,True,1095.0,Young Adult,Neutered Male,53.0,3.0,4.0,2.0,13.0,Mix,Short,brown,BiColor,3616
Akasha,2014-06-13 11:54:00,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,1.0,2014,6,4,11,24,13,False,365.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,brown,Tabby,3617
,2013-10-29 11:27:00,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Tricolor,0.0,2013,10,1,11,44,29,False,31.0,Infant,Intact Male,53.0,3.0,4.0,2.0,13.0,Mix,Short,Not_clear,Solid,3618
Knight,2013-10-01 13:59:00,Dog,Neutered Male,9 months,Basset Hound Mix,Black,1.0,2013,10,1,13,40,1,False,279.0,Puppy/Kitten,Neutered Male,58.0,3.0,2.0,4.0,14.0,Mix,Short,black,Solid,3619
Bella,2016-01-03 17:20:00,Dog,Spayed Female,1 year,Mastiff Mix,Blue/White,1.0,2016,1,6,17,53,3,True,365.0,Puppy/Kitten,Spayed Female,140.0,5.0,2.0,3.0,10.0,Mix,Short,silver,BiColor,3620
Blue,2014-01-11 18:45:00,Cat,Spayed Female,1 year,Ragdoll Mix,Lynx Point,1.0,2014,1,5,18,2,11,True,365.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,15.0,Mix,Short,Not_clear,Point,3621
Charlie,2015-12-15 12:18:00,Dog,Neutered Male,4 years,Labrador Retriever Mix,Chocolate/White,1.0,2015,12,1,12,51,15,True,1460.0,Adult,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,rosybrown,BiColor,3622
Archie,2014-01-17 19:32:00,Dog,Neutered Male,1 year,English Foxhound Mix,Tricolor,1.0,2014,1,4,19,3,17,True,365.0,Puppy/Kitten,Neutered Male,68.0,4.0,2.0,4.0,11.0,Mix,Short,Not_clear,Solid,3623
Melvin,2015-11-09 12:38:00,Dog,Intact Male,7 years,Rat Terrier Mix,White/Black,1.0,2015,11,0,12,46,9,False,2555.0,Senior,Intact Male,24.0,3.0,3.0,3.0,17.0,Mix,Short,grey,BiColor,3624
Jenny,2014-10-27 16:53:00,Cat,Spayed Female,2 months,Domestic Longhair Mix,Black/White,1.0,2014,10,0,16,44,27,False,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,9.0,Mix,Long,grey,BiColor,3625
,2014-03-26 16:57:00,Cat,Intact Male,2 days,Domestic Shorthair Mix,Brown Tabby,0.0,2014,3,2,16,13,26,False,2.0,Infant,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,brown,Tabby,3626
Thackeray,2015-12-29 19:56:00,Cat,Neutered Male,2 years,Domestic Longhair Mix,Blue,1.0,2015,12,1,19,53,29,True,730.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Long,grey,Solid,3627
Daedalus,2014-10-12 09:00:00,Cat,Intact Male,1 year,Maine Coon Mix,Brown Tabby,1.0,2014,10,6,9,41,12,True,365.0,Puppy/Kitten,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,brown,Tabby,3628
X,2014-07-30 10:45:00,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby,0.0,2014,7,2,10,31,30,True,365.0,Puppy/Kitten,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,Tabby,3629
,2013-11-09 15:37:00,Dog,Spayed Female,1 year,Belgian Malinois Mix,Tan/Black,0.0,2013,11,5,15,45,9,True,365.0,Puppy/Kitten,Spayed Female,60.0,4.0,4.0,3.0,13.0,Mix,Short,darkolivegreen,BiColor,3630
Dakota,2013-12-28 18:15:00,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,Blue Merle/Tan,1.0,2013,12,5,18,52,28,True,2190.0,Adult,Spayed Female,53.0,3.0,4.0,2.0,13.0,Mix,Short,rosybrown,Merle,3631
,2014-05-17 18:40:00,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,0.0,2014,5,5,18,20,17,True,14.0,Infant,Intact Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,black,Solid,3632
Keani,2014-09-20 12:30:00,Dog,Spayed Female,2 years,Siberian Husky Mix,Black/White,1.0,2014,9,5,12,38,20,True,730.0,Young Adult,Spayed Female,48.0,3.0,2.0,3.0,12.0,Mix,Short,grey,BiColor,3633
Trouble,2016-01-20 07:24:00,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Black,1.0,2016,1,2,7,3,20,True,217.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,17.0,Mix,Short,black,Solid,3634
,2013-11-08 15:01:00,Dog,Intact Male,2 months,Labrador Retriever/Rottweiler,Black,0.0,2013,11,4,15,45,8,False,62.0,Infant,Intact Male,84.0,4.0,4.0,3.0,11.0,Cross,Short,black,Solid,3635
,2013-12-06 18:29:00,Dog,Spayed Female,1 year,Boxer Mix,Brown/White,0.0,2013,12,4,18,49,6,True,365.0,Puppy/Kitten,Spayed Female,60.0,4.0,4.0,3.0,9.0,Mix,Medium,rosybrown,BiColor,3636
Paris,2015-09-19 11:08:00,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,1.0,2015,9,5,11,38,19,True,365.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,15.0,Mix,Short,rosybrown,Tabby,3637
,2015-05-29 15:35:00,Dog,Intact Male,3 years,Great Pyrenees Mix,White,0.0,2015,5,4,15,22,29,False,1095.0,Young Adult,Intact Male,100.0,5.0,2.0,3.0,11.0,Mix,Short,white,Solid,3638
Shaila,2014-02-15 17:42:00,Dog,Spayed Female,1 year,German Shepherd Mix,Red/Tan,1.0,2014,2,5,17,7,15,True,365.0,Puppy/Kitten,Spayed Female,70.0,4.0,5.0,3.0,12.0,Mix,Short,tomato,BiColor,3639
General,2013-12-04 12:56:00,Dog,Intact Male,2 years,Shih Tzu Mix,Black,1.0,2013,12,2,12,49,4,True,730.0,Young Adult,Intact Male,13.0,1.0,2.0,4.0,14.0,Mix,Short,black,Solid,3640
Taco,2014-05-21 18:50:00,Dog,Intact Female,1 year,Miniature Poodle Mix,White/Blue,1.0,2014,5,2,18,21,21,False,365.0,Puppy/Kitten,Intact Female,14.0,2.0,5.0,4.0,16.0,Mix,Short,silver,BiColor,3641
Dusty,2015-02-15 16:06:00,Cat,Intact Female,20 years,Domestic Longhair Mix,Tortie/White,1.0,2015,2,6,16,7,15,True,7300.0,Geriatric,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Long,white,TriColor,3642
Stewie,2013-11-22 12:32:00,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby,1.0,2013,11,4,12,47,22,False,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,grey,Tabby,3643
Mandy,2015-01-01 12:10:00,Dog,Spayed Female,1 year,Border Collie Mix,Black/White,1.0,2015,1,3,12,1,1,True,365.0,Puppy/Kitten,Spayed Female,38.0,3.0,5.0,3.0,14.0,Mix,Short,grey,BiColor,3644
,2015-08-09 18:11:00,Dog,Neutered Male,2 months,Beagle/Pug,Black/White,0.0,2015,8,6,18,32,9,True,62.0,Infant,Neutered Male,22.0,2.0,2.0,4.0,14.0,Cross,Short,grey,BiColor,3645
Nikki,2014-03-31 17:34:00,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Cream Tabby,1.0,2014,3,0,17,14,31,True,730.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,tan,Tabby,3646
Milky Way,2015-11-05 12:42:00,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tan/White,1.0,2015,11,3,12,45,5,False,365.0,Puppy/Kitten,Intact Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,wheat,BiColor,3647
Roscoe,2015-01-27 00:00:00,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White,1.0,2015,1,1,0,5,27,True,365.0,Puppy/Kitten,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,wheat,BiColor,3648
Chrissy,2015-06-25 08:42:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White,1.0,2015,6,3,8,26,25,False,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,khaki,Tabby,3649
Prince,2014-08-12 18:40:00,Dog,Neutered Male,1 year,Pit Bull Mix,Chocolate/White,1.0,2014,8,1,18,33,12,True,365.0,Puppy/Kitten,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,rosybrown,BiColor,3650
Cersei,2014-07-12 20:40:00,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Cream Tabby,1.0,2014,7,5,20,28,12,True,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,tan,Tabby,3651
Bruce,2014-08-19 12:36:00,Dog,Neutered Male,6 years,Wire Hair Fox Terrier/Golden Retriever,Black/Tan,1.0,2014,8,1,12,34,19,True,2190.0,Adult,Neutered Male,40.0,3.0,4.0,4.0,12.0,Cross,Short,darkolivegreen,BiColor,3652
,2014-12-30 16:10:00,Dog,Intact Male,6 months,Cairn Terrier/Chihuahua Shorthair,Brown/White,0.0,2014,12,1,16,1,30,True,186.0,Puppy/Kitten,Intact Male,10.0,1.0,4.0,3.0,16.0,Cross,Short,rosybrown,BiColor,3653
Brioche,2015-07-24 13:18:00,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,1.0,2015,7,4,13,30,24,True,365.0,Puppy/Kitten,Intact Female,9.0,1.0,3.0,3.0,11.0,Mix,Short,brown,Tabby,3654
,2014-08-13 09:00:00,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White,0.0,2014,8,2,9,33,13,True,365.0,Puppy/Kitten,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,silver,BiColor,3655
Roxie,2015-02-12 16:11:00,Dog,Spayed Female,7 months,Pit Bull Mix,Blue/White,1.0,2015,2,3,16,7,12,False,217.0,Puppy/Kitten,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Medium,silver,BiColor,3656
,2015-06-29 11:44:00,Dog,Intact Male,4 years,Siberian Husky Mix,Yellow,0.0,2015,6,0,11,27,29,False,1460.0,Adult,Intact Male,48.0,3.0,2.0,3.0,12.0,Mix,Medium,yellow,Solid,3657
,2015-08-26 00:00:00,Cat,Intact Female,4 days,Domestic Shorthair Mix,Calico,0.0,2015,8,2,0,35,26,True,4.0,Infant,Intact Female,9.0,1.0,3.0,3.0,10.0,Mix,Short,Not_clear,TriColor,3658
,2015-10-01 09:00:00,Cat,Unknown,2 years,Domestic Shorthair Mix,Cream Tabby,0.0,2015,10,3,9,40,1,False,730.0,Young Adult,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,tan,Tabby,3659
Lucy,2013-10-14 18:12:00,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Black/White,1.0,2013,10,0,18,42,14,True,62.0,Infant,Spayed Female,53.0,3.0,4.0,2.0,13.0,Mix,Short,grey,BiColor,3660
Blake,2014-02-21 11:12:00,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Brown Tabby/White,1.0,2014,2,4,11,8,21,False,310.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,Tabby,3661
Zorro,2014-05-12 18:01:00,Dog,Neutered Male,9 years,American Bulldog Mix,White/Tan,1.0,2014,5,0,18,20,12,False,3285.0,Senior,Neutered Male,45.0,3.0,2.0,3.0,10.0,Mix,Short,wheat,BiColor,3662
Arlene,2015-07-09 17:59:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue,1.0,2015,7,3,17,28,9,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,grey,Solid,3663
Clancy,2015-03-11 07:55:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,1.0,2015,3,2,7,11,11,False,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,9.0,Mix,Short,rosybrown,Tabby,3664
Missy,2014-06-27 17:07:00,Dog,Spayed Female,6 years,Maltese Mix,White,1.0,2014,6,4,17,26,27,False,2190.0,Adult,Spayed Female,6.0,1.0,2.0,4.0,17.0,Mix,Short,white,Solid,3665
Tango,2013-10-15 13:16:00,Dog,Neutered Male,5 months,Redbone Hound Mix,Brown/Black,1.0,2013,10,1,13,42,15,False,155.0,Infant,Neutered Male,60.0,4.0,3.0,3.0,13.0,Mix,Short,maroon,BiColor,3666
,2014-07-07 17:16:00,Dog,Intact Female,2 months,Chinese Sharpei Mix,White,0.0,2014,7,0,17,28,7,True,62.0,Infant,Intact Female,32.0,2.0,3.0,3.0,11.0,Mix,Short,white,Solid,3667
Swizzle,2014-11-30 12:16:00,Dog,Spayed Female,6 months,Smooth Fox Terrier/Jack Russell Terrier,Black/White,1.0,2014,11,6,12,48,30,True,186.0,Puppy/Kitten,Spayed Female,16.0,2.0,4.0,4.0,14.0,Cross,Short,grey,BiColor,3668
Chicharro,2015-06-16 14:15:00,Dog,Intact Male,10 years,Rat Terrier Mix,Black/White,1.0,2015,6,1,14,25,16,False,3650.0,Senior,Intact Male,24.0,3.0,3.0,3.0,17.0,Mix,Short,grey,BiColor,3669
Tonto,2014-05-16 17:15:00,Cat,Neutered Male,11 months,Domestic Shorthair Mix,White/Orange,1.0,2014,5,4,17,20,16,False,341.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,khaki,BiColor,3670
Max,2015-01-28 12:08:00,Dog,Neutered Male,5 years,Pembroke Welsh Corgi Mix,Tan/White,1.0,2015,1,2,12,5,28,True,1825.0,Adult,Neutered Male,28.0,2.0,4.0,3.0,13.0,Mix,Short,wheat,BiColor,3671
,2014-07-02 19:12:00,Dog,Intact Male,5 months,Labrador Retriever Mix,Chocolate,0.0,2014,7,2,19,27,2,True,155.0,Infant,Intact Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,brown,Solid,3672
Dewey,2015-05-29 12:37:00,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black,1.0,2015,5,4,12,22,29,False,1095.0,Young Adult,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,grey,BiColor,3673
Turner,2015-08-09 11:51:00,Dog,Intact Male,2 years,Australian Shepherd Mix,Brown,1.0,2015,8,6,11,32,9,True,730.0,Young Adult,Intact Male,50.0,3.0,5.0,3.0,14.0,Mix,Short,brown,Solid,3674
Bella,2015-08-29 13:32:00,Dog,Spayed Female,3 years,Dachshund Longhair Mix,Black/Tan,1.0,2015,8,5,13,35,29,True,1095.0,Young Adult,Spayed Female,17.0,2.0,2.0,3.0,14.0,Mix,Long,darkolivegreen,BiColor,3675
,2015-02-08 09:00:00,Cat,Unknown,2 years,Domestic Shorthair Mix,Blue,0.0,2015,2,6,9,6,8,True,730.0,Young Adult,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,grey,Solid,3676
Zoey,2014-09-26 15:03:00,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,1.0,2014,9,4,15,39,26,False,31.0,Infant,Intact Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,brown,Tabby,3677
Colton,2014-01-15 12:57:00,Dog,Intact Male,5 months,Plott Hound Mix,Brown Brindle,1.0,2014,1,2,12,3,15,True,155.0,Infant,Intact Male,53.0,4.0,4.0,2.0,13.0,Mix,Short,brown,TriColor,3678
,2014-08-25 15:14:00,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.0,2014,8,0,15,35,25,True,14.0,Infant,Intact Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,brown,Tabby,3679
Charlie,2015-05-28 17:45:00,Dog,Neutered Male,4 months,Cairn Terrier Mix,Tan,1.0,2015,5,3,17,22,28,False,124.0,Infant,Neutered Male,14.0,1.0,4.0,3.0,15.0,Mix,Short,tan,Solid,3680
,2014-04-26 11:13:00,Dog,Neutered Male,2 years,French Bulldog Mix,Black,0.0,2014,4,5,11,17,26,True,730.0,Young Adult,Neutered Male,26.0,2.0,3.0,3.0,10.0,Mix,Medium,black,Solid,3681
Hero,2013-12-12 13:14:00,Cat,Neutered Male,8 months,Domestic Shorthair Mix,White/Blue Tabby,1.0,2013,12,3,13,50,12,True,248.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,silver,Tabby,3682
Pebbles,2015-03-23 17:12:00,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown,1.0,2015,3,0,17,13,23,False,365.0,Puppy/Kitten,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,rosybrown,BiColor,3683
Lily,2015-11-05 16:16:00,Dog,Spayed Female,5 months,Miniature Schnauzer Mix,Tricolor/Tan,1.0,2015,11,3,16,45,5,False,155.0,Infant,Spayed Female,16.0,2.0,4.0,3.0,13.0,Mix,Short,tan,BiColor,3684
Clarence,2014-07-02 14:26:00,Cat,Intact Male,1 month,Siamese Mix,Lynx Point,1.0,2014,7,2,14,27,2,True,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,Not_clear,Point,3685
Bruno,2015-05-21 11:25:00,Dog,Neutered Male,5 years,Miniature Poodle Mix,White,1.0,2015,5,3,11,21,21,False,1825.0,Adult,Neutered Male,14.0,2.0,5.0,4.0,16.0,Mix,Short,white,Solid,3686
,2013-11-24 13:05:00,Dog,Intact Male,4 months,Pit Bull Mix,Black/White,0.0,2013,11,6,13,47,24,True,124.0,Infant,Intact Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,grey,BiColor,3687
Champ,2014-07-20 13:13:00,Dog,Neutered Male,9 months,Collie Smooth Mix,Sable/White,1.0,2014,7,6,13,29,20,True,279.0,Puppy/Kitten,Neutered Male,16.0,2.0,4.0,3.0,13.0,Mix,Short,rosybrown,BiColor,3688
,2015-04-25 09:00:00,Cat,Neutered Male,8 years,Domestic Longhair Mix,Black/White,0.0,2015,4,5,9,17,25,True,2920.0,Senior,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Long,grey,BiColor,3689
,2014-05-30 08:00:00,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,0.0,2014,5,4,8,22,30,False,365.0,Puppy/Kitten,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,Tabby,3690
Kosmo,2016-02-17 16:54:00,Dog,Neutered Male,5 years,Dachshund Wirehair Mix,Brown,1.0,2016,2,2,16,7,17,False,1825.0,Adult,Neutered Male,17.0,2.0,2.0,3.0,14.0,Mix,Short,brown,Solid,3691
,2014-03-28 18:31:00,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue/White,0.0,2014,3,4,18,13,28,False,365.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,silver,BiColor,3692
,2014-09-27 10:23:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby,0.0,2014,9,5,10,39,27,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,17.0,Mix,Short,rosybrown,Tabby,3693
,2014-02-11 18:50:00,Dog,Neutered Male,4 years,Chow Chow/Golden Retriever,Red,0.0,2014,2,1,18,7,11,False,1460.0,Adult,Neutered Male,60.0,4.0,4.0,4.0,12.0,Cross,Short,red,Solid,3694
Chico,2014-08-14 16:02:00,Dog,Neutered Male,5 years,Labrador Retriever/Plott Hound,Brown Brindle,1.0,2014,8,3,16,33,14,True,1825.0,Adult,Neutered Male,60.0,4.0,4.0,3.0,13.0,Cross,Short,brown,TriColor,3695
,2014-07-18 15:47:00,Cat,Unknown,4 days,Domestic Shorthair Mix,Orange Tabby,0.0,2014,7,4,15,29,18,True,4.0,Infant,Intact Male,9.0,1.0,3.0,3.0,8.0,Mix,Short,orange,Tabby,3696
Toto,2014-09-20 19:13:00,Dog,Spayed Female,1 year,Havanese Mix,White/Tan,1.0,2014,9,5,19,38,20,True,365.0,Puppy/Kitten,Spayed Female,10.0,1.0,5.0,4.0,15.0,Mix,Short,wheat,BiColor,3697
Sissy,2015-11-06 15:15:00,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico,1.0,2015,11,4,15,45,6,False,1095.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,Not_clear,TriColor,3698
Gypsy,2013-11-14 09:02:00,Dog,Spayed Female,4 years,Mastiff/Dutch Shepherd,Brown Brindle,1.0,2013,11,3,9,46,14,False,1460.0,Adult,Spayed Female,96.0,4.0,4.0,3.0,12.0,Cross,Short,brown,TriColor,3699
,2014-01-22 17:32:00,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Tan,0.0,2014,1,2,17,4,22,True,730.0,Young Adult,Intact Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,darkolivegreen,BiColor,3700
,2015-05-27 15:44:00,Cat,Intact Male,4 years,Domestic Shorthair Mix,Orange Tabby,0.0,2015,5,2,15,22,27,False,1460.0,Adult,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,orange,Tabby,3701
Beau,2014-08-30 17:18:00,Dog,Neutered Male,2 years,Australian Cattle Dog,Red/White,1.0,2014,8,5,17,35,30,True,730.0,Young Adult,Neutered Male,53.0,3.0,4.0,2.0,13.0,Pure,Short,salmon,BiColor,3702
,2015-07-15 16:11:00,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Gray/White,0.0,2015,7,2,16,29,15,True,14.0,Infant,Intact Female,9.0,1.0,3.0,3.0,15.0,Mix,Short,silver,BiColor,3703
Snickers,2013-10-06 13:55:00,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,1.0,2013,10,6,13,40,6,True,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,Not_clear,TriColor,3704
Mason,2015-07-11 16:32:00,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,1.0,2015,7,5,16,28,11,True,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,black,Solid,3705
Newman,2015-09-12 16:48:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White,1.0,2015,9,5,16,37,12,True,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,Tabby,3706
,2015-07-03 18:15:00,Cat,Unknown,2 years,Siamese Mix,Flame Point,0.0,2015,7,4,18,27,3,True,730.0,Young Adult,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,orange,Point,3707
,2015-09-13 19:33:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0,2015,9,6,19,37,13,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,orange,Tabby,3708
Waffle,2014-06-08 16:33:00,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Torbie,1.0,2014,6,6,16,23,8,True,31.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Medium,Not_clear,TriColor,3709
Madison,2015-07-10 12:52:00,Dog,Spayed Female,1 year,Black Mouth Cur Mix,Tan/Black,1.0,2015,7,4,12,28,10,True,365.0,Puppy/Kitten,Spayed Female,89.0,4.0,4.0,3.0,11.0,Mix,Medium,darkolivegreen,BiColor,3710
Piper,2015-01-22 14:49:00,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black,1.0,2015,1,3,14,4,22,True,365.0,Puppy/Kitten,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,black,Solid,3711
,2014-06-13 10:52:00,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Gray/Black,0.0,2014,6,4,10,24,13,False,7.0,Infant,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,darkslategray,BiColor,3712
,2015-05-30 18:19:00,Dog,Spayed Female,1 month,Shih Tzu,Chocolate/White,0.0,2015,5,5,18,22,30,True,31.0,Infant,Spayed Female,13.0,1.0,2.0,4.0,14.0,Pure,Short,rosybrown,BiColor,3713
,2015-09-16 09:00:00,Cat,Intact Female,4 years,Domestic Shorthair Mix,Calico,0.0,2015,9,2,9,38,16,False,1460.0,Adult,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,Not_clear,TriColor,3714
,2014-08-30 17:46:00,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby,0.0,2014,8,5,17,35,30,True,124.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,grey,Tabby,3715
,2015-11-06 14:36:00,Cat,Neutered Male,5 years,Bengal Mix,Brown Tabby,0.0,2015,11,4,14,45,6,False,1825.0,Adult,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Tabby,3716
Lady,2015-11-27 18:36:00,Dog,Spayed Female,7 years,Miniature Schnauzer Mix,White,1.0,2015,11,4,18,48,27,True,2555.0,Senior,Spayed Female,16.0,2.0,4.0,3.0,13.0,Mix,Short,white,Solid,3717
Frijolito,2013-10-12 13:05:00,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan,1.0,2013,10,5,13,41,12,True,730.0,Young Adult,Neutered Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,tan,Solid,3718
Pixie,2015-11-11 12:42:00,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,1.0,2015,11,2,12,46,11,True,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,15.0,Mix,Short,Not_clear,TriColor,3719
,2014-12-04 16:54:00,Dog,Neutered Male,2 months,Dachshund/Chihuahua Shorthair,Buff/White,0.0,2014,12,3,16,49,4,True,62.0,Infant,Neutered Male,13.0,1.0,3.0,3.0,15.0,Cross,Short,wheat,BiColor,3720
,2014-04-17 17:39:00,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Blue Tabby,0.0,2014,4,3,17,16,17,False,21.0,Infant,Intact Female,9.0,1.0,3.0,3.0,11.0,Mix,Medium,grey,Tabby,3721
Ludo,2016-01-21 15:01:00,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Brown,1.0,2016,1,3,15,3,21,True,730.0,Young Adult,Neutered Male,100.0,5.0,4.0,2.0,9.0,Mix,Short,maroon,BiColor,3722
Beau,2014-09-09 16:16:00,Dog,Neutered Male,3 years,Australian Shepherd Mix,Black/Brown,1.0,2014,9,1,16,37,9,False,1095.0,Young Adult,Neutered Male,50.0,3.0,5.0,3.0,14.0,Mix,Short,maroon,BiColor,3723
Kiki,2014-05-05 14:34:00,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,1.0,2014,5,0,14,19,5,False,730.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,brown,Tabby,3724
,2015-07-10 11:39:00,Dog,Neutered Male,10 years,Dachshund Mix,Brown/White,0.0,2015,7,4,11,28,10,True,3650.0,Senior,Neutered Male,17.0,2.0,2.0,3.0,14.0,Mix,Short,rosybrown,BiColor,3725
Sugar,2015-12-29 19:56:00,Cat,Intact Female,5 years,Domestic Shorthair Mix,Blue Cream/White,1.0,2015,12,1,19,53,29,True,1825.0,Adult,Intact Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,silver,BiColor,3726
