OutcomeType,type,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeInDaysCategorical,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,MixType,Hair,ReducedPattern,BlendedColor
2,0,0,2,6,1,4,48,11,1,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,4.0
2,1,1,0,10,1,0,49,12,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,0,0,0,4,0,7,4,0,0,17.0,3.0,1,2.0,2.0,2.0,2.0,0,?,3,0.0
2,0,0,2,6,6,9,48,21,1,1.0,1.0,0,52.0,5.0,4.0,1.0,0,?,0,4.0
0,0,0,2,1,2,0,21,9,1,13.0,1.0,1,2.0,2.0,2.0,1.0,0,?,3,0.0
2,1,0,2,4,2,3,4,22,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,1.0
1,0,0,2,6,2,1,36,22,1,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,0,4.0
0,0,0,0,6,0,1,42,14,0,15.0,5.0,0,27.0,0.0,0.0,0.0,0,?,2,?
3,1,1,2,11,3,11,33,6,1,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,2,7.0
2,1,0,0,4,2,4,23,29,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,0,6,4,4,42,30,0,13.0,1.0,1,64.0,0.0,1.0,4.0,0,?,0,4.0
2,1,0,2,11,1,0,34,16,1,5.0,3.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
0,0,0,0,11,1,8,33,2,1,21.0,0.0,2,2.0,2.0,2.0,2.0,0,?,0,4.0
3,0,0,2,9,6,1,11,11,0,22.0,4.0,0,39.0,0.0,1.0,1.0,2,?,0,4.0
2,0,0,0,0,1,2,0,26,1,1.0,1.0,1,2.0,2.0,2.0,2.0,1,?,0,4.0
2,0,0,2,1,6,9,27,14,0,13.0,1.0,1,59.0,2.0,0.0,0.0,1,?,2,1.0
2,1,0,0,8,6,4,30,11,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,2,10,0,4,39,16,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,1,0,1,1,4,21,10,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,0,9,1,9,29,28,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,2.0
3,0,0,2,11,2,8,37,29,1,12.0,4.0,3,6.0,1.0,2.0,1.0,0,1.0,2,5.0
1,1,1,0,5,6,8,20,12,0,15.0,5.0,0,1.0,1.0,1.0,1.0,0,1.0,1,1.0
2,0,0,0,6,1,9,6,7,1,4.0,2.0,3,2.0,2.0,2.0,2.0,0,?,0,2.0
3,1,1,2,3,4,11,15,7,1,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,2,3,6,3,46,30,1,9.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,0,7,3,9,50,23,0,23.0,0.0,0,60.0,1.0,2.0,1.0,1,?,0,4.0
0,0,0,0,5,0,7,28,21,0,11.0,3.0,1,68.0,5.0,2.0,1.0,1,?,0,10.0
2,1,0,0,0,4,4,8,19,0,14.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,0,1,2,9,3,0,40,14,1,14.0,2.0,2,11.0,2.0,0.0,0.0,0,?,2,5.0
3,1,0,0,4,5,7,12,5,0,6.0,2.0,0,1.0,1.0,1.0,1.0,2,1.0,1,11.0
2,1,0,3,2,6,9,22,3,1,0.0,0.0,0,1.0,1.0,1.0,1.0,0,?,4,?
0,0,0,0,3,2,9,46,25,1,5.0,3.0,0,6.0,1.0,2.0,1.0,0,1.0,2,14.0
2,0,0,2,3,3,0,26,9,1,5.0,3.0,0,27.0,0.0,0.0,0.0,0,?,0,4.0
2,0,0,2,0,1,4,2,18,1,1.0,1.0,0,6.0,1.0,2.0,1.0,2,2.0,2,5.0
3,1,1,2,9,5,4,11,16,0,18.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,2,2,4,3,2,28,1,4.0,2.0,0,30.0,1.0,2.0,1.0,1,1.0,0,16.0
0,0,0,2,1,0,0,1,12,0,11.0,3.0,1,2.0,2.0,2.0,2.0,0,?,0,2.0
3,0,0,2,9,6,9,13,18,0,28.0,4.0,1,7.0,3.0,0.0,2.0,0,?,0,3.0
3,1,1,0,11,5,11,33,25,1,4.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,1,0,2,9,6,0,26,28,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,0,9,1,6,13,11,1,5.0,3.0,1,25.0,5.0,0.0,1.0,0,?,0,17.0
3,1,1,0,5,2,1,5,25,1,7.0,2.0,3,1.0,1.0,1.0,1.0,0,?,4,?
0,0,0,0,6,1,6,42,23,1,27.0,5.0,0,0.0,0.0,0.0,0.0,0,?,0,4.0
3,1,1,2,7,6,3,35,8,0,2.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,0,0,2,11,0,3,33,25,1,3.0,2.0,3,6.0,1.0,2.0,1.0,0,1.0,0,10.0
2,1,0,0,1,2,7,21,8,1,21.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,1,1,1,1,0,7,19,7,0,6.0,2.0,2,1.0,1.0,1.0,1.0,0,?,4,?
2,0,1,2,1,2,4,1,27,1,13.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,2.0
2,1,0,2,11,2,1,37,29,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,0,2,10,6,6,38,17,0,0.0,0.0,1,1.0,1.0,1.0,1.0,0,2.0,2,8.0
3,0,1,2,9,0,1,13,9,0,4.0,2.0,0,60.0,1.0,1.0,1.0,0,?,0,9.0
2,1,0,0,10,5,13,38,23,0,6.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,1,2.0
2,0,0,1,8,6,7,9,21,1,23.0,0.0,1,11.0,2.0,0.0,0.0,0,?,2,5.0
3,0,1,0,11,0,7,37,30,1,2.0,2.0,3,50.0,5.0,0.0,1.0,0,?,0,4.0
0,0,0,0,2,0,6,22,11,1,11.0,3.0,1,13.0,2.0,0.0,0.0,0,?,2,8.0
2,0,0,2,7,1,0,7,9,1,11.0,3.0,3,6.0,1.0,2.0,1.0,0,1.0,3,5.0
2,1,0,2,4,3,9,12,24,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,0,2,3,4,22,27,1,14.0,2.0,1,25.0,5.0,0.0,1.0,0,?,0,2.0
2,0,0,2,2,6,9,31,14,1,26.0,0.0,0,32.0,0.0,2.0,1.0,1,1.0,0,3.0
2,0,0,1,1,1,3,1,1,1,23.0,0.0,0,39.0,0.0,2.0,1.0,1,?,0,0.0
4,1,1,2,9,4,13,11,3,0,18.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,1.0
2,0,0,2,6,2,0,42,17,1,1.0,1.0,0,28.0,5.0,0.0,1.0,1,?,0,0.0
2,0,0,0,11,5,8,33,25,1,23.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,2,1.0
0,0,0,3,0,6,8,0,4,1,1.0,1.0,0,56.0,5.0,2.0,1.0,0,?,0,6.0
2,0,0,0,10,1,3,49,12,1,1.0,1.0,1,13.0,2.0,0.0,0.0,0,?,0,10.0
3,1,1,2,7,4,4,35,12,0,2.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,1,0,0,7,0,0,35,12,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,1,5.0
2,1,0,2,8,1,6,9,19,1,10.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
0,0,0,2,8,0,9,24,7,1,1.0,1.0,0,15.0,2.0,2.0,1.0,1,?,0,0.0
3,1,1,2,9,4,4,29,5,0,20.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,1,0,2,1,2,0,44,13,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,0,2,0,4,6,0,0,0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,1,0,2,7,5,6,50,14,0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,1,0,1,1,5,0,27,29,0,8.0,2.0,2,1.0,1.0,1.0,1.0,0,2.0,6,8.0
2,0,0,0,11,5,4,18,0,1,8.0,2.0,0,20.0,2.0,2.0,1.0,1,?,5,5.0
1,0,1,2,2,2,6,45,9,1,1.0,1.0,3,2.0,2.0,2.0,2.0,0,?,0,4.0
2,0,0,1,8,2,9,43,17,1,26.0,0.0,1,13.0,2.0,0.0,0.0,2,?,2,8.0
3,0,0,2,1,4,1,21,18,0,13.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,6.0
2,0,1,2,0,0,4,52,5,0,3.0,2.0,1,19.0,0.0,2.0,1.0,0,?,2,?
0,0,0,0,9,1,0,32,18,1,17.0,3.0,0,5.0,0.0,2.0,1.0,2,?,2,4.0
0,1,0,2,8,6,9,30,12,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,1,0,2,2,5,2,16,1,1,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,2,4,4,8,10,10,0,14.0,2.0,1,25.0,5.0,2.0,1.0,0,?,0,9.0
2,0,0,1,8,3,0,43,30,1,13.0,1.0,1,22.0,2.0,2.0,0.0,1,?,0,10.0
0,0,0,3,0,4,8,0,15,0,0.0,0.0,0,13.0,2.0,0.0,0.0,0,?,0,10.0
3,0,0,2,0,0,8,51,15,0,13.0,1.0,0,45.0,0.0,2.0,0.0,1,?,5,15.0
2,0,0,2,4,2,3,23,17,1,13.0,1.0,1,30.0,1.0,2.0,1.0,1,1.0,0,4.0
1,0,0,0,3,1,8,3,1,1,1.0,1.0,0,30.0,1.0,2.0,1.0,1,1.0,0,6.0
2,0,0,0,1,1,0,21,10,1,4.0,2.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
0,0,0,0,3,3,9,25,15,1,17.0,3.0,1,2.0,2.0,2.0,2.0,0,?,3,0.0
1,0,1,2,2,5,4,22,19,1,28.0,4.0,2,6.0,1.0,2.0,1.0,0,1.0,2,1.0
0,0,0,2,10,6,3,21,6,0,0.0,0.0,2,6.0,1.0,2.0,1.0,0,1.0,0,4.0
0,0,0,2,2,1,1,45,8,1,0.0,0.0,1,13.0,2.0,0.0,0.0,0,?,0,4.0
0,0,0,2,5,5,4,5,17,1,0.0,0.0,2,65.0,0.0,2.0,1.0,1,?,2,5.0
0,0,0,0,6,0,8,42,14,0,15.0,5.0,0,27.0,0.0,0.0,0.0,0,?,0,0.0
3,0,0,2,2,3,1,22,16,1,11.0,3.0,2,30.0,1.0,1.0,0.0,0,?,0,0.0
3,1,0,2,1,1,8,1,3,1,3.0,2.0,3,1.0,1.0,1.0,1.0,0,?,4,5.0
2,0,0,0,9,1,8,32,18,1,1.0,1.0,1,30.0,1.0,2.0,1.0,1,1.0,2,?
2,0,0,0,7,6,8,32,25,1,0.0,0.0,0,12.0,0.0,2.0,1.0,0,?,0,10.0
2,1,0,2,3,0,4,26,18,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,0,1,1,8,3,8,43,30,1,22.0,4.0,1,3.0,0.0,0.0,0.0,0,?,2,5.0
2,0,0,0,3,1,6,3,1,1,26.0,0.0,0,20.0,2.0,2.0,1.0,0,?,3,0.0
3,1,1,0,11,5,9,34,10,1,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
0,0,0,2,10,4,6,17,13,0,11.0,3.0,1,38.0,5.0,0.0,1.0,0,?,0,0.0
2,1,0,2,1,3,6,1,16,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,0,2,3,4,45,9,1,1.0,1.0,1,11.0,2.0,0.0,0.0,0,?,0,9.0
0,0,0,0,2,4,8,16,26,1,11.0,3.0,1,13.0,2.0,0.0,0.0,0,?,2,1.0
0,0,0,0,10,6,7,38,29,0,0.0,0.0,1,13.0,2.0,0.0,0.0,2,?,0,1.0
2,0,0,0,2,3,7,22,27,1,21.0,0.0,1,50.0,5.0,0.0,1.0,0,?,2,8.0
2,0,0,1,4,2,0,19,21,1,4.0,2.0,0,24.0,5.0,1.0,0.0,0,?,5,20.0
0,1,0,0,8,6,2,43,4,1,13.0,1.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,0,0,11,5,9,34,10,1,15.0,5.0,1,1.0,1.0,1.0,1.0,0,3.0,3,?
2,1,0,2,11,3,4,18,22,1,4.0,2.0,0,1.0,1.0,1.0,1.0,2,1.0,6,8.0
2,1,0,2,9,0,8,13,9,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,0,6,2,4,48,11,1,3.0,2.0,1,6.0,1.0,2.0,1.0,0,1.0,2,?
2,0,1,0,11,0,12,37,30,1,3.0,2.0,0,0.0,0.0,1.0,0.0,0,?,2,?
2,0,0,0,6,1,0,42,23,1,6.0,2.0,1,27.0,0.0,2.0,0.0,1,?,2,5.0
2,0,0,2,8,1,4,43,30,1,1.0,1.0,1,13.0,2.0,0.0,0.0,0,?,2,14.0
2,0,0,2,7,0,1,32,24,0,0.0,0.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
2,1,0,0,8,1,0,41,6,1,23.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,7.0
2,1,0,0,9,4,3,29,25,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,1,0,2,11,1,1,33,7,1,8.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,6,8.0
1,0,0,0,4,5,7,10,8,0,11.0,3.0,1,2.0,2.0,2.0,2.0,0,?,2,15.0
2,0,0,0,3,4,0,46,20,1,1.0,1.0,1,3.0,0.0,0.0,0.0,0,?,0,11.0
0,0,0,2,11,6,0,18,27,1,22.0,4.0,2,13.0,2.0,0.0,0.0,0,?,2,8.0
0,0,0,0,2,6,1,16,1,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,0,0.0
2,0,1,2,4,2,10,12,6,1,4.0,2.0,0,56.0,5.0,2.0,1.0,0,?,2,5.0
3,1,1,0,3,5,9,25,4,1,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,1,8,5,6,41,20,1,5.0,3.0,0,13.0,2.0,0.0,0.0,0,?,0,4.0
2,0,0,2,3,0,0,15,28,1,4.0,2.0,0,59.0,2.0,0.0,0.0,1,?,2,?
3,1,1,0,3,3,9,46,5,1,18.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,1,2,4,5,9,23,13,0,8.0,2.0,0,13.0,2.0,0.0,0.0,0,?,0,10.0
0,0,0,1,1,5,1,21,18,0,0.0,0.0,1,16.0,2.0,0.0,0.0,0,?,0,7.0
2,0,1,0,4,0,0,10,10,0,9.0,0.0,0,19.0,0.0,2.0,1.0,2,2.0,0,10.0
3,0,0,0,5,3,6,5,5,0,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,2,7.0
2,0,1,0,1,1,0,44,14,1,8.0,2.0,1,?,?,?,?,0,?,2,15.0
0,0,0,0,2,1,6,22,0,1,0.0,0.0,2,13.0,2.0,0.0,0.0,0,?,2,8.0
0,0,0,0,1,6,0,44,1,1,1.0,1.0,0,13.0,2.0,0.0,0.0,2,?,2,8.0
2,1,0,1,8,2,13,30,22,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,1,1,2,4,3,8,4,1,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,0,2.0
0,0,0,2,8,5,7,9,18,1,17.0,3.0,1,13.0,2.0,0.0,0.0,0,?,2,8.0
0,0,0,2,7,2,0,35,16,1,0.0,0.0,0,11.0,2.0,0.0,0.0,0,?,2,5.0
0,1,0,1,4,0,6,10,19,0,13.0,1.0,0,1.0,1.0,1.0,1.0,0,?,4,?
2,1,0,0,4,2,7,10,11,1,15.0,5.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,0,1,0,9,1,11,0,8.0,2.0,1,15.0,2.0,2.0,1.0,1,?,2,8.0
3,0,0,0,11,2,8,15,21,1,1.0,1.0,0,5.0,0.0,0.0,1.0,0,?,2,8.0
2,0,1,2,11,1,0,15,21,1,0.0,0.0,0,13.0,2.0,0.0,0.0,0,?,0,4.0
3,1,1,2,7,6,3,32,5,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,?,4,?
0,0,0,0,5,5,7,28,18,0,12.0,4.0,1,25.0,5.0,0.0,1.0,0,?,0,4.0
0,0,0,0,4,6,1,23,13,0,19.0,5.0,1,28.0,0.0,2.0,2.0,1,?,0,6.0
3,1,1,0,7,3,9,14,26,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,1,0,0,11,4,1,18,22,1,14.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,10.0
2,0,0,0,8,1,9,9,12,1,5.0,3.0,1,24.0,5.0,1.0,0.0,2,?,2,?
0,0,0,2,9,5,9,13,21,0,4.0,2.0,0,4.0,1.0,1.0,0.0,1,?,0,0.0
0,0,0,0,6,6,2,28,2,1,11.0,3.0,1,0.0,0.0,1.0,0.0,0,?,2,?
2,0,0,2,0,3,2,52,24,0,6.0,2.0,0,35.0,5.0,2.0,1.0,1,?,0,10.0
3,1,1,2,3,2,10,26,8,1,20.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,0,0,0,11,5,1,33,25,1,0.0,0.0,2,2.0,2.0,2.0,2.0,0,?,0,2.0
3,1,1,2,6,4,0,36,0,0,18.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,0,2,1,5,9,27,30,0,17.0,3.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
2,0,0,0,3,2,1,46,25,1,28.0,4.0,1,33.0,5.0,2.0,0.0,2,?,2,?
1,0,0,2,8,0,11,24,7,1,28.0,4.0,0,47.0,0.0,2.0,0.0,1,?,0,4.0
3,0,0,0,5,5,6,47,4,0,10.0,0.0,1,13.0,2.0,0.0,0.0,0,?,0,0.0
2,1,0,2,4,1,9,10,11,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,1,0,2,3,2,3,25,15,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
1,0,0,2,11,3,4,33,6,1,36.0,5.0,2,25.0,5.0,0.0,1.0,0,?,3,5.0
3,1,1,3,0,5,12,0,26,0,?,?,3,1.0,1.0,1.0,1.0,0,1.0,1,4.0
0,0,0,0,4,1,3,10,16,1,25.0,0.0,2,2.0,2.0,0.0,0.0,1,?,0,4.0
2,0,0,1,4,6,8,4,3,1,13.0,1.0,0,0.0,0.0,1.0,0.0,0,?,0,4.0
2,0,0,2,0,5,7,51,13,0,11.0,3.0,0,6.0,1.0,2.0,1.0,0,1.0,2,5.0
0,0,0,2,7,0,4,50,30,0,1.0,1.0,1,50.0,0.0,2.0,2.0,1,?,2,1.0
1,1,1,2,1,6,10,44,0,1,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,0,0,0,7,6,7,14,0,0,0.0,0.0,1,11.0,2.0,0.0,0.0,0,?,0,3.0
2,0,1,0,8,1,4,41,6,1,1.0,1.0,0,3.0,1.0,2.0,1.0,0,?,2,8.0
2,0,0,2,2,5,6,22,19,1,17.0,3.0,1,6.0,1.0,2.0,1.0,0,1.0,0,8.0
0,0,0,1,8,0,3,9,8,1,1.0,1.0,1,85.0,0.0,2.0,1.0,0,?,2,7.0
2,1,0,0,10,5,3,21,7,0,3.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,2,8.0
2,1,0,0,9,4,3,11,0,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,0,2,4,0,2,10,8,0,5.0,3.0,1,5.0,0.0,1.0,0.0,0,?,2,1.0
3,0,1,0,4,2,7,12,28,1,8.0,2.0,3,6.0,1.0,2.0,1.0,0,1.0,0,10.0
2,1,0,2,10,4,13,49,9,0,21.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,0,0,2,8,2,4,43,14,1,0.0,0.0,1,56.0,5.0,2.0,1.0,0,?,2,1.0
2,1,0,3,2,5,13,22,0,1,38.0,5.0,1,1.0,1.0,1.0,1.0,0,2.0,3,?
3,0,0,2,0,0,9,8,8,0,0.0,0.0,0,43.0,5.0,0.0,0.0,0,?,0,0.0
3,1,0,3,2,3,8,31,28,1,5.0,3.0,3,1.0,1.0,1.0,1.0,0,?,4,5.0
2,1,0,0,2,2,4,16,15,1,21.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,0,0,2,6,1,4,42,29,1,11.0,3.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
0,0,0,0,10,6,8,17,4,0,12.0,4.0,1,25.0,2.0,0.0,0.0,1,?,2,14.0
0,0,1,1,8,1,0,43,29,1,0.0,0.0,0,14.0,5.0,0.0,1.0,2,?,0,0.0
0,1,0,2,1,5,3,1,19,0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
4,0,1,0,8,6,11,43,4,1,3.0,2.0,2,64.0,0.0,1.0,4.0,2,?,0,4.0
2,0,0,2,11,1,4,33,7,1,1.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,1,0,0,10,0,7,38,20,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,0,7,1,4,7,8,1,21.0,0.0,1,45.0,0.0,0.0,1.0,0,?,2,5.0
2,0,1,2,1,4,0,27,29,0,8.0,2.0,1,13.0,2.0,0.0,0.0,0,?,0,4.0
2,0,0,2,2,2,0,45,9,1,0.0,0.0,0,13.0,2.0,0.0,0.0,0,?,0,0.0
0,0,0,0,9,5,9,13,9,0,11.0,3.0,0,40.0,3.0,2.0,0.0,0,?,0,2.0
3,1,1,2,6,6,0,36,16,0,35.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,1.0
3,0,0,2,8,6,6,41,17,1,0.0,0.0,0,12.0,0.0,2.0,1.0,0,?,0,2.0
0,0,0,0,1,6,7,1,19,0,1.0,1.0,0,2.0,2.0,2.0,1.0,2,?,3,5.0
2,0,1,2,7,4,0,50,17,0,3.0,2.0,1,31.0,0.0,2.0,0.0,1,?,0,0.0
2,0,0,0,10,2,7,49,19,1,15.0,5.0,1,27.0,0.0,2.0,0.0,1,?,2,4.0
2,1,0,1,1,2,0,21,10,1,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,0,0,2,3,7,22,27,1,11.0,3.0,2,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,2,4,0,9,4,3,1,6.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,0,2,8,5,0,30,11,1,1.0,1.0,2,2.0,2.0,2.0,2.0,0,?,0,4.0
2,1,0,0,10,6,4,49,18,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,0,4.0
2,1,1,2,4,1,9,12,28,1,4.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,0,0,1,1,3,3,1,3,0,17.0,3.0,1,20.0,2.0,2.0,1.0,2,?,0,0.0
1,1,1,0,11,6,6,34,8,1,25.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,4,12.0
0,0,0,2,11,5,1,37,15,1,22.0,4.0,0,24.0,2.0,0.0,0.0,1,?,2,5.0
2,0,0,0,10,2,9,17,30,1,1.0,1.0,0,2.0,2.0,2.0,2.0,0,?,3,5.0
0,1,0,2,5,0,1,28,18,0,11.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,1,9.0
2,0,0,0,11,0,4,18,1,1,3.0,2.0,0,25.0,5.0,0.0,1.0,0,?,3,0.0
3,0,0,3,2,4,3,45,12,1,12.0,4.0,1,68.0,5.0,2.0,1.0,1,?,0,4.0
0,0,0,0,10,2,8,38,24,1,17.0,3.0,1,19.0,0.0,2.0,1.0,0,?,2,?
2,0,0,2,2,5,6,31,30,1,0.0,0.0,1,2.0,2.0,2.0,2.0,0,?,3,5.0
0,0,0,0,0,0,8,51,14,0,11.0,3.0,1,52.0,5.0,4.0,1.0,0,?,0,0.0
3,1,1,2,11,2,11,33,28,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,1,4,3,4,19,18,0,38.0,5.0,2,21.0,5.0,1.0,2.0,0,?,2,15.0
2,0,0,0,8,0,6,45,2,1,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,10.0
3,0,0,2,2,2,7,45,9,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,3,0.0
3,0,0,0,9,4,13,29,25,0,0.0,0.0,2,6.0,1.0,2.0,1.0,0,1.0,0,4.0
2,0,0,2,8,5,13,24,28,1,13.0,1.0,1,59.0,2.0,0.0,0.0,1,?,2,5.0
2,0,0,0,0,5,4,8,8,0,13.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,0,10.0
1,1,1,0,3,3,11,25,15,1,11.0,3.0,0,1.0,1.0,1.0,1.0,0,?,2,4.0
0,1,0,1,4,4,0,4,22,0,13.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,2,9,5,7,13,21,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,2,0,1,9,0,4,1,1.0,1.0,1,6.0,1.0,2.0,1.0,1,1.0,2,7.0
2,0,0,2,8,5,4,9,18,1,8.0,2.0,1,56.0,5.0,2.0,1.0,0,?,2,15.0
0,0,0,0,7,3,9,35,16,0,13.0,1.0,0,6.0,1.0,1.0,0.0,2,?,2,7.0
0,1,0,3,0,2,7,8,1,1,1.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
3,0,0,0,10,6,3,17,4,0,13.0,1.0,0,2.0,2.0,2.0,1.0,0,?,2,7.0
3,1,1,0,9,0,0,13,8,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,2.0,1,12.0
2,1,0,1,1,6,0,44,22,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,0,5,4,0,20,27,0,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,0.0
2,0,0,2,2,1,6,16,15,1,0.0,0.0,0,30.0,0.0,1.0,1.0,0,?,0,4.0
2,0,0,2,3,6,0,3,19,1,10.0,0.0,1,13.0,2.0,0.0,0.0,0,?,2,8.0
2,0,1,0,9,2,4,40,17,1,8.0,2.0,0,20.0,2.0,0.0,0.0,1,?,0,0.0
3,1,1,2,9,2,11,40,30,1,11.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,2,9,6,9,29,29,0,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,7.0
1,0,0,2,0,3,0,8,19,0,13.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,9.0
2,1,0,2,11,3,9,34,12,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,?,4,7.0
2,1,0,1,4,4,7,4,22,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,2.0,3,?
3,1,1,2,0,0,11,8,8,0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,3.0,3,?
